"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"FY001C01","Population at Each Census","1901","1901","15","Kerry","-","Both sexes","Number","165726"
"FY001C01","Population at Each Census","1901","1901","15","Kerry","1","Male","Number","84427"
"FY001C01","Population at Each Census","1901","1901","15","Kerry","2","Female","Number","81299"
"FY001C01","Population at Each Census","1901","1901","16","Limerick","-","Both sexes","Number","146098"
"FY001C01","Population at Each Census","1901","1901","16","Limerick","1","Male","Number","72456"
"FY001C01","Population at Each Census","1901","1901","16","Limerick","2","Female","Number","73642"
"FY001C01","Population at Each Census","1901","1901","17","Tipperary","-","Both sexes","Number","160232"
"FY001C01","Population at Each Census","1901","1901","17","Tipperary","1","Male","Number","81399"
"FY001C01","Population at Each Census","1901","1901","17","Tipperary","2","Female","Number","78833"
"FY001C01","Population at Each Census","1901","1901","18","Waterford","-","Both sexes","Number","87187"
"FY001C01","Population at Each Census","1901","1901","18","Waterford","1","Male","Number","43005"
"FY001C01","Population at Each Census","1901","1901","18","Waterford","2","Female","Number","44182"
"FY001C01","Population at Each Census","1901","1901","19","Galway","-","Both sexes","Number","192549"
"FY001C01","Population at Each Census","1901","1901","19","Galway","1","Male","Number","97923"
"FY001C01","Population at Each Census","1901","1901","19","Galway","2","Female","Number","94626"
"FY001C01","Population at Each Census","1901","1901","20","Leitrim","-","Both sexes","Number","69343"
"FY001C01","Population at Each Census","1901","1901","20","Leitrim","1","Male","Number","35098"
"FY001C01","Population at Each Census","1901","1901","20","Leitrim","2","Female","Number","34245"
"FY001C01","Population at Each Census","1901","1901","21","Mayo","-","Both sexes","Number","199166"
"FY001C01","Population at Each Census","1901","1901","21","Mayo","1","Male","Number","97564"
"FY001C01","Population at Each Census","1901","1901","21","Mayo","2","Female","Number","101602"
"FY001C01","Population at Each Census","1901","1901","22","Roscommon","-","Both sexes","Number","101791"
"FY001C01","Population at Each Census","1901","1901","22","Roscommon","1","Male","Number","51233"
"FY001C01","Population at Each Census","1901","1901","22","Roscommon","2","Female","Number","50558"
"FY001C01","Population at Each Census","1901","1901","23","Sligo","-","Both sexes","Number","84083"
"FY001C01","Population at Each Census","1901","1901","23","Sligo","1","Male","Number","41849"
"FY001C01","Population at Each Census","1901","1901","23","Sligo","2","Female","Number","42234"
"FY001C01","Population at Each Census","1901","1901","24","Cavan","-","Both sexes","Number","97541"
"FY001C01","Population at Each Census","1901","1901","24","Cavan","1","Male","Number","50087"
"FY001C01","Population at Each Census","1901","1901","24","Cavan","2","Female","Number","47454"
"FY001C01","Population at Each Census","1901","1901","25","Donegal","-","Both sexes","Number","173722"
"FY001C01","Population at Each Census","1901","1901","25","Donegal","1","Male","Number","86444"
"FY001C01","Population at Each Census","1901","1901","25","Donegal","2","Female","Number","87278"
"FY001C01","Population at Each Census","1901","1901","26","Monaghan","-","Both sexes","Number","74611"
"FY001C01","Population at Each Census","1901","1901","26","Monaghan","1","Male","Number","37108"
"FY001C01","Population at Each Census","1901","1901","26","Monaghan","2","Female","Number","37503"
"FY001C01","Population at Each Census","1911","1911","-","State","-","Both sexes","Number","3139688"
"FY001C01","Population at Each Census","1911","1911","-","State","1","Male","Number","1589509"
"FY001C01","Population at Each Census","1911","1911","-","State","2","Female","Number","1550179"
"FY001C01","Population at Each Census","1911","1911","01","Carlow","-","Both sexes","Number","36252"
"FY001C01","Population at Each Census","1911","1911","01","Carlow","1","Male","Number","18481"
"FY001C01","Population at Each Census","1911","1911","01","Carlow","2","Female","Number","17771"
"FY001C01","Population at Each Census","1911","1911","02","Dublin","-","Both sexes","Number","477196"
"FY001C01","Population at Each Census","1911","1911","02","Dublin","1","Male","Number","226364"
"FY001C01","Population at Each Census","1911","1911","02","Dublin","2","Female","Number","250832"
"FY001C01","Population at Each Census","1911","1911","03","Kildare","-","Both sexes","Number","66627"
"FY001C01","Population at Each Census","1911","1911","03","Kildare","1","Male","Number","37684"
"FY001C01","Population at Each Census","1911","1911","03","Kildare","2","Female","Number","28943"
"FY001C01","Population at Each Census","1911","1911","04","Kilkenny","-","Both sexes","Number","74962"
"FY001C01","Population at Each Census","1911","1911","04","Kilkenny","1","Male","Number","38551"
"FY001C01","Population at Each Census","1911","1911","04","Kilkenny","2","Female","Number","36411"
"FY001C01","Population at Each Census","1911","1911","05","Laois","-","Both sexes","Number","54629"
"FY001C01","Population at Each Census","1911","1911","05","Laois","1","Male","Number","28711"
"FY001C01","Population at Each Census","1911","1911","05","Laois","2","Female","Number","25918"
"FY001C01","Population at Each Census","1911","1911","06","Longford","-","Both sexes","Number","43820"
"FY001C01","Population at Each Census","1911","1911","06","Longford","1","Male","Number","22656"
"FY001C01","Population at Each Census","1911","1911","06","Longford","2","Female","Number","21164"
"FY001C01","Population at Each Census","1911","1911","07","Louth","-","Both sexes","Number","63665"
"FY001C01","Population at Each Census","1911","1911","07","Louth","1","Male","Number","32191"
"FY001C01","Population at Each Census","1911","1911","07","Louth","2","Female","Number","31474"
"FY001C01","Population at Each Census","1911","1911","08","Meath","-","Both sexes","Number","65091"
"FY001C01","Population at Each Census","1911","1911","08","Meath","1","Male","Number","33934"
"FY001C01","Population at Each Census","1911","1911","08","Meath","2","Female","Number","31157"
"FY001C01","Population at Each Census","1911","1911","09","Offaly","-","Both sexes","Number","56832"
"FY001C01","Population at Each Census","1911","1911","09","Offaly","1","Male","Number","29804"
"FY001C01","Population at Each Census","1911","1911","09","Offaly","2","Female","Number","27028"
"FY001C01","Population at Each Census","1911","1911","10","Westmeath","-","Both sexes","Number","59986"
"FY001C01","Population at Each Census","1911","1911","10","Westmeath","1","Male","Number","31910"
"FY001C01","Population at Each Census","1911","1911","10","Westmeath","2","Female","Number","28076"
"FY001C01","Population at Each Census","1911","1911","11","Wexford","-","Both sexes","Number","102273"
"FY001C01","Population at Each Census","1911","1911","11","Wexford","1","Male","Number","51568"
"FY001C01","Population at Each Census","1911","1911","11","Wexford","2","Female","Number","50705"
"FY001C01","Population at Each Census","1911","1911","12","Wicklow","-","Both sexes","Number","60711"
"FY001C01","Population at Each Census","1911","1911","12","Wicklow","1","Male","Number","31113"
"FY001C01","Population at Each Census","1911","1911","12","Wicklow","2","Female","Number","29598"
"FY001C01","Population at Each Census","1911","1911","13","Clare","-","Both sexes","Number","104232"
"FY001C01","Population at Each Census","1911","1911","13","Clare","1","Male","Number","53877"
"FY001C01","Population at Each Census","1911","1911","13","Clare","2","Female","Number","50355"
"FY001C01","Population at Each Census","1911","1911","14","Cork","-","Both sexes","Number","392104"
"FY001C01","Population at Each Census","1911","1911","14","Cork","1","Male","Number","197516"
"FY001C01","Population at Each Census","1911","1911","14","Cork","2","Female","Number","194588"
"FY001C01","Population at Each Census","1911","1911","15","Kerry","-","Both sexes","Number","159691"
"FY001C01","Population at Each Census","1911","1911","15","Kerry","1","Male","Number","81474"
"FY001C01","Population at Each Census","1911","1911","15","Kerry","2","Female","Number","78217"
"FY001C01","Population at Each Census","1911","1911","16","Limerick","-","Both sexes","Number","143069"
"FY001C01","Population at Each Census","1911","1911","16","Limerick","1","Male","Number","72229"
"FY001C01","Population at Each Census","1911","1911","16","Limerick","2","Female","Number","70840"
"FY001C01","Population at Each Census","1911","1911","17","Tipperary","-","Both sexes","Number","152433"
"FY001C01","Population at Each Census","1911","1911","17","Tipperary","1","Male","Number","78584"
"FY001C01","Population at Each Census","1911","1911","17","Tipperary","2","Female","Number","73849"
"FY001C01","Population at Each Census","1911","1911","18","Waterford","-","Both sexes","Number","83966"
"FY001C01","Population at Each Census","1911","1911","18","Waterford","1","Male","Number","42450"
"FY001C01","Population at Each Census","1911","1911","18","Waterford","2","Female","Number","41516"
"FY001C01","Population at Each Census","1911","1911","19","Galway","-","Both sexes","Number","182224"
"FY001C01","Population at Each Census","1911","1911","19","Galway","1","Male","Number","94403"
"FY001C01","Population at Each Census","1911","1911","19","Galway","2","Female","Number","87821"
"FY001C01","Population at Each Census","1911","1911","20","Leitrim","-","Both sexes","Number","63582"
"FY001C01","Population at Each Census","1911","1911","20","Leitrim","1","Male","Number","32759"
"FY001C01","Population at Each Census","1911","1911","20","Leitrim","2","Female","Number","30823"
"FY001C01","Population at Each Census","1911","1911","21","Mayo","-","Both sexes","Number","192177"
"FY001C01","Population at Each Census","1911","1911","21","Mayo","1","Male","Number","96345"
"FY001C01","Population at Each Census","1911","1911","21","Mayo","2","Female","Number","95832"
"FY001C01","Population at Each Census","1911","1911","22","Roscommon","-","Both sexes","Number","93956"
"FY001C01","Population at Each Census","1911","1911","22","Roscommon","1","Male","Number","48522"
"FY001C01","Population at Each Census","1911","1911","22","Roscommon","2","Female","Number","45434"
"FY001C01","Population at Each Census","1911","1911","23","Sligo","-","Both sexes","Number","79045"
"FY001C01","Population at Each Census","1911","1911","23","Sligo","1","Male","Number","40060"
"FY001C01","Population at Each Census","1911","1911","23","Sligo","2","Female","Number","38985"
"FY001C01","Population at Each Census","1911","1911","24","Cavan","-","Both sexes","Number","91173"
"FY001C01","Population at Each Census","1911","1911","24","Cavan","1","Male","Number","47743"
"FY001C01","Population at Each Census","1911","1911","24","Cavan","2","Female","Number","43430"
"FY001C01","Population at Each Census","1911","1911","25","Donegal","-","Both sexes","Number","168537"
"FY001C01","Population at Each Census","1911","1911","25","Donegal","1","Male","Number","84627"
"FY001C01","Population at Each Census","1911","1911","25","Donegal","2","Female","Number","83910"
"FY001C01","Population at Each Census","1911","1911","26","Monaghan","-","Both sexes","Number","71455"
"FY001C01","Population at Each Census","1911","1911","26","Monaghan","1","Male","Number","35953"
"FY001C01","Population at Each Census","1911","1911","26","Monaghan","2","Female","Number","35502"
"FY001C01","Population at Each Census","1926","1926","-","State","-","Both sexes","Number","2971992"
"FY001C01","Population at Each Census","1926","1926","-","State","1","Male","Number","1506889"
"FY001C01","Population at Each Census","1926","1926","-","State","2","Female","Number","1465103"
"FY001C01","Population at Each Census","1926","1926","01","Carlow","-","Both sexes","Number","34476"
"FY001C01","Population at Each Census","1926","1926","01","Carlow","1","Male","Number","17802"
"FY001C01","Population at Each Census","1926","1926","01","Carlow","2","Female","Number","16674"
"FY001C01","Population at Each Census","1926","1926","02","Dublin","-","Both sexes","Number","505654"
"FY001C01","Population at Each Census","1926","1926","02","Dublin","1","Male","Number","238995"
"FY001C01","Population at Each Census","1926","1926","02","Dublin","2","Female","Number","266659"
"FY001C01","Population at Each Census","1926","1926","03","Kildare","-","Both sexes","Number","58028"
"FY001C01","Population at Each Census","1926","1926","03","Kildare","1","Male","Number","31987"
"FY001C01","Population at Each Census","1926","1926","03","Kildare","2","Female","Number","26041"
"FY001C01","Population at Each Census","1926","1926","04","Kilkenny","-","Both sexes","Number","70990"
"FY001C01","Population at Each Census","1926","1926","04","Kilkenny","1","Male","Number","37084"
"FY001C01","Population at Each Census","1926","1926","04","Kilkenny","2","Female","Number","33906"
"FY001C01","Population at Each Census","1926","1926","05","Laois","-","Both sexes","Number","51540"
"FY001C01","Population at Each Census","1926","1926","05","Laois","1","Male","Number","27198"
"FY001C01","Population at Each Census","1926","1926","05","Laois","2","Female","Number","24342"
"FY001C01","Population at Each Census","1926","1926","06","Longford","-","Both sexes","Number","39847"
"FY001C01","Population at Each Census","1926","1926","06","Longford","1","Male","Number","20805"
"FY001C01","Population at Each Census","1926","1926","06","Longford","2","Female","Number","19042"
"FY001C01","Population at Each Census","1926","1926","07","Louth","-","Both sexes","Number","62739"
"FY001C01","Population at Each Census","1926","1926","07","Louth","1","Male","Number","31749"
"FY001C01","Population at Each Census","1926","1926","07","Louth","2","Female","Number","30990"
"FY001C01","Population at Each Census","1926","1926","08","Meath","-","Both sexes","Number","62969"
"FY001C01","Population at Each Census","1926","1926","08","Meath","1","Male","Number","33082"
"FY001C01","Population at Each Census","1926","1926","08","Meath","2","Female","Number","29887"
"FY001C01","Population at Each Census","1926","1926","09","Offaly","-","Both sexes","Number","52592"
"FY001C01","Population at Each Census","1926","1926","09","Offaly","1","Male","Number","27566"
"FY001C01","Population at Each Census","1926","1926","09","Offaly","2","Female","Number","25026"
"FY001C01","Population at Each Census","1926","1926","10","Westmeath","-","Both sexes","Number","56818"
"FY001C01","Population at Each Census","1926","1926","10","Westmeath","1","Male","Number","30151"
"FY001C01","Population at Each Census","1926","1926","10","Westmeath","2","Female","Number","26667"
"FY001C01","Population at Each Census","1926","1926","11","Wexford","-","Both sexes","Number","95848"
"FY001C01","Population at Each Census","1926","1926","11","Wexford","1","Male","Number","48570"
"FY001C01","Population at Each Census","1926","1926","11","Wexford","2","Female","Number","47278"
"FY001C01","Population at Each Census","1926","1926","12","Wicklow","-","Both sexes","Number","57591"
"FY001C01","Population at Each Census","1926","1926","12","Wicklow","1","Male","Number","28911"
"FY001C01","Population at Each Census","1926","1926","12","Wicklow","2","Female","Number","28680"
"FY001C01","Population at Each Census","1926","1926","13","Clare","-","Both sexes","Number","95064"
"FY001C01","Population at Each Census","1926","1926","13","Clare","1","Male","Number","50071"
"FY001C01","Population at Each Census","1926","1926","13","Clare","2","Female","Number","44993"
"FY001C01","Population at Each Census","1926","1926","14","Cork","-","Both sexes","Number","365747"
"FY001C01","Population at Each Census","1926","1926","14","Cork","1","Male","Number","183192"
"FY001C01","Population at Each Census","1926","1926","14","Cork","2","Female","Number","182555"
"FY001C01","Population at Each Census","1926","1926","15","Kerry","-","Both sexes","Number","149171"
"FY001C01","Population at Each Census","1926","1926","15","Kerry","1","Male","Number","76863"
"FY001C01","Population at Each Census","1926","1926","15","Kerry","2","Female","Number","72308"
"FY001C01","Population at Each Census","1926","1926","16","Limerick","-","Both sexes","Number","140343"
"FY001C01","Population at Each Census","1926","1926","16","Limerick","1","Male","Number","71172"
"FY001C01","Population at Each Census","1926","1926","16","Limerick","2","Female","Number","69171"
"FY001C01","Population at Each Census","1926","1926","17","Tipperary","-","Both sexes","Number","141015"
"FY001C01","Population at Each Census","1926","1926","17","Tipperary","1","Male","Number","72904"
"FY001C01","Population at Each Census","1926","1926","17","Tipperary","2","Female","Number","68111"
"FY001C01","Population at Each Census","1926","1926","18","Waterford","-","Both sexes","Number","78562"
"FY001C01","Population at Each Census","1926","1926","18","Waterford","1","Male","Number","39426"
"FY001C01","Population at Each Census","1926","1926","18","Waterford","2","Female","Number","39136"
"FY001C01","Population at Each Census","1926","1926","19","Galway","-","Both sexes","Number","169366"
"FY001C01","Population at Each Census","1926","1926","19","Galway","1","Male","Number","88481"
"FY001C01","Population at Each Census","1926","1926","19","Galway","2","Female","Number","80885"
"FY001C01","Population at Each Census","1926","1926","20","Leitrim","-","Both sexes","Number","55907"
"FY001C01","Population at Each Census","1926","1926","20","Leitrim","1","Male","Number","29247"
"FY001C01","Population at Each Census","1926","1926","20","Leitrim","2","Female","Number","26660"
"FY001C01","Population at Each Census","1926","1926","21","Mayo","-","Both sexes","Number","172690"
"FY001C01","Population at Each Census","1926","1926","21","Mayo","1","Male","Number","86778"
"FY001C01","Population at Each Census","1926","1926","21","Mayo","2","Female","Number","85912"
"FY001C01","Population at Each Census","1926","1926","22","Roscommon","-","Both sexes","Number","83556"
"FY001C01","Population at Each Census","1926","1926","22","Roscommon","1","Male","Number","43281"
"FY001C01","Population at Each Census","1926","1926","22","Roscommon","2","Female","Number","40275"
"FY001C01","Population at Each Census","1926","1926","23","Sligo","-","Both sexes","Number","71388"
"FY001C01","Population at Each Census","1926","1926","23","Sligo","1","Male","Number","36666"
"FY001C01","Population at Each Census","1926","1926","23","Sligo","2","Female","Number","34722"
"FY001C01","Population at Each Census","1926","1926","24","Cavan","-","Both sexes","Number","82452"
"FY001C01","Population at Each Census","1926","1926","24","Cavan","1","Male","Number","43550"
"FY001C01","Population at Each Census","1926","1926","24","Cavan","2","Female","Number","38902"
"FY001C01","Population at Each Census","1926","1926","25","Donegal","-","Both sexes","Number","152508"
"FY001C01","Population at Each Census","1926","1926","25","Donegal","1","Male","Number","78100"
"FY001C01","Population at Each Census","1926","1926","25","Donegal","2","Female","Number","74408"
"FY001C01","Population at Each Census","1926","1926","26","Monaghan","-","Both sexes","Number","65131"
"FY001C01","Population at Each Census","1926","1926","26","Monaghan","1","Male","Number","33258"
"FY001C01","Population at Each Census","1926","1926","26","Monaghan","2","Female","Number","31873"
"FY001C01","Population at Each Census","1936","1936","-","State","-","Both sexes","Number","2968420"
"FY001C01","Population at Each Census","1936","1936","-","State","1","Male","Number","1520454"
"FY001C01","Population at Each Census","1936","1936","-","State","2","Female","Number","1447966"
"FY001C01","Population at Each Census","1936","1936","01","Carlow","-","Both sexes","Number","34452"
"FY001C01","Population at Each Census","1936","1936","01","Carlow","1","Male","Number","18066"
"FY001C01","Population at Each Census","1936","1936","01","Carlow","2","Female","Number","16386"
"FY001C01","Population at Each Census","1936","1936","02","Dublin","-","Both sexes","Number","586925"
"FY001C01","Population at Each Census","1936","1936","02","Dublin","1","Male","Number","277098"
"FY001C01","Population at Each Census","1936","1936","02","Dublin","2","Female","Number","309827"
"FY001C01","Population at Each Census","1936","1936","03","Kildare","-","Both sexes","Number","57892"
"FY001C01","Population at Each Census","1936","1936","03","Kildare","1","Male","Number","31956"
"FY001C01","Population at Each Census","1936","1936","03","Kildare","2","Female","Number","25936"
"FY001C01","Population at Each Census","1936","1936","04","Kilkenny","-","Both sexes","Number","68614"
"FY001C01","Population at Each Census","1936","1936","04","Kilkenny","1","Male","Number","36489"
"FY001C01","Population at Each Census","1936","1936","04","Kilkenny","2","Female","Number","32125"
"FY001C01","Population at Each Census","1936","1936","05","Laois","-","Both sexes","Number","50109"
"FY001C01","Population at Each Census","1936","1936","05","Laois","1","Male","Number","27149"
"FY001C01","Population at Each Census","1936","1936","05","Laois","2","Female","Number","22960"
"FY001C01","Population at Each Census","1936","1936","06","Longford","-","Both sexes","Number","37847"
"FY001C01","Population at Each Census","1936","1936","06","Longford","1","Male","Number","20152"
"FY001C01","Population at Each Census","1936","1936","06","Longford","2","Female","Number","17695"
"FY001C01","Population at Each Census","1936","1936","07","Louth","-","Both sexes","Number","64339"
"FY001C01","Population at Each Census","1936","1936","07","Louth","1","Male","Number","32829"
"FY001C01","Population at Each Census","1936","1936","07","Louth","2","Female","Number","31510"
"FY001C01","Population at Each Census","1936","1936","08","Meath","-","Both sexes","Number","61405"
"FY001C01","Population at Each Census","1936","1936","08","Meath","1","Male","Number","32501"
"FY001C01","Population at Each Census","1936","1936","08","Meath","2","Female","Number","28904"
"FY001C01","Population at Each Census","1936","1936","09","Offaly","-","Both sexes","Number","51308"
"FY001C01","Population at Each Census","1936","1936","09","Offaly","1","Male","Number","27555"
"FY001C01","Population at Each Census","1936","1936","09","Offaly","2","Female","Number","23753"
"FY001C01","Population at Each Census","1936","1936","10","Westmeath","-","Both sexes","Number","54706"
"FY001C01","Population at Each Census","1936","1936","10","Westmeath","1","Male","Number","29039"
"FY001C01","Population at Each Census","1936","1936","10","Westmeath","2","Female","Number","25667"
"FY001C01","Population at Each Census","1936","1936","11","Wexford","-","Both sexes","Number","94245"
"FY001C01","Population at Each Census","1936","1936","11","Wexford","1","Male","Number","48577"
"FY001C01","Population at Each Census","1936","1936","11","Wexford","2","Female","Number","45668"
"FY001C01","Population at Each Census","1936","1936","12","Wicklow","-","Both sexes","Number","58569"
"FY001C01","Population at Each Census","1936","1936","12","Wicklow","1","Male","Number","29868"
"FY001C01","Population at Each Census","1936","1936","12","Wicklow","2","Female","Number","28701"
"FY001C01","Population at Each Census","1936","1936","13","Clare","-","Both sexes","Number","89879"
"FY001C01","Population at Each Census","1936","1936","13","Clare","1","Male","Number","47957"
"FY001C01","Population at Each Census","1936","1936","13","Clare","2","Female","Number","41922"
"FY001C01","Population at Each Census","1936","1936","14","Cork","-","Both sexes","Number","355957"
"FY001C01","Population at Each Census","1936","1936","14","Cork","1","Male","Number","179620"
"FY001C01","Population at Each Census","1936","1936","14","Cork","2","Female","Number","176337"
"FY001C01","Population at Each Census","1936","1936","15","Kerry","-","Both sexes","Number","139834"
"FY001C01","Population at Each Census","1936","1936","15","Kerry","1","Male","Number","73503"
"FY001C01","Population at Each Census","1936","1936","15","Kerry","2","Female","Number","66331"
"FY001C01","Population at Each Census","1936","1936","16","Limerick","-","Both sexes","Number","141153"
"FY001C01","Population at Each Census","1936","1936","16","Limerick","1","Male","Number","72407"
"FY001C01","Population at Each Census","1936","1936","16","Limerick","2","Female","Number","68746"
"FY001C01","Population at Each Census","1936","1936","17","Tipperary","-","Both sexes","Number","137835"
"FY001C01","Population at Each Census","1936","1936","17","Tipperary","1","Male","Number","72397"
"FY001C01","Population at Each Census","1936","1936","17","Tipperary","2","Female","Number","65438"
"FY001C01","Population at Each Census","1936","1936","18","Waterford","-","Both sexes","Number","77614"
"FY001C01","Population at Each Census","1936","1936","18","Waterford","1","Male","Number","39528"
"FY001C01","Population at Each Census","1936","1936","18","Waterford","2","Female","Number","38086"
"FY001C01","Population at Each Census","1936","1936","19","Galway","-","Both sexes","Number","168198"
"FY001C01","Population at Each Census","1936","1936","19","Galway","1","Male","Number","89170"
"FY001C01","Population at Each Census","1936","1936","19","Galway","2","Female","Number","79028"
"FY001C01","Population at Each Census","1936","1936","20","Leitrim","-","Both sexes","Number","50908"
"FY001C01","Population at Each Census","1936","1936","20","Leitrim","1","Male","Number","27337"
"FY001C01","Population at Each Census","1936","1936","20","Leitrim","2","Female","Number","23571"
"FY001C01","Population at Each Census","1936","1936","21","Mayo","-","Both sexes","Number","161349"
"FY001C01","Population at Each Census","1936","1936","21","Mayo","1","Male","Number","83213"
"FY001C01","Population at Each Census","1936","1936","21","Mayo","2","Female","Number","78136"
"FY001C01","Population at Each Census","1936","1936","22","Roscommon","-","Both sexes","Number","77566"
"FY001C01","Population at Each Census","1936","1936","22","Roscommon","1","Male","Number","41308"
"FY001C01","Population at Each Census","1936","1936","22","Roscommon","2","Female","Number","36258"
"FY001C01","Population at Each Census","1936","1936","23","Sligo","-","Both sexes","Number","67447"
"FY001C01","Population at Each Census","1936","1936","23","Sligo","1","Male","Number","35371"
"FY001C01","Population at Each Census","1936","1936","23","Sligo","2","Female","Number","32076"
"FY001C01","Population at Each Census","1936","1936","24","Cavan","-","Both sexes","Number","76670"
"FY001C01","Population at Each Census","1936","1936","24","Cavan","1","Male","Number","41446"
"FY001C01","Population at Each Census","1936","1936","24","Cavan","2","Female","Number","35224"
"FY001C01","Population at Each Census","1936","1936","25","Donegal","-","Both sexes","Number","142310"
"FY001C01","Population at Each Census","1936","1936","25","Donegal","1","Male","Number","73924"
"FY001C01","Population at Each Census","1936","1936","25","Donegal","2","Female","Number","68386"
"FY001C01","Population at Each Census","1936","1936","26","Monaghan","-","Both sexes","Number","61289"
"FY001C01","Population at Each Census","1936","1936","26","Monaghan","1","Male","Number","31994"
"FY001C01","Population at Each Census","1936","1936","26","Monaghan","2","Female","Number","29295"
"FY001C01","Population at Each Census","1946","1946","-","State","-","Both sexes","Number","2955107"
"FY001C01","Population at Each Census","1946","1946","-","State","1","Male","Number","1494877"
"FY001C01","Population at Each Census","1946","1946","-","State","2","Female","Number","1460230"
"FY001C01","Population at Each Census","1946","1946","01","Carlow","-","Both sexes","Number","34081"
"FY001C01","Population at Each Census","1946","1946","01","Carlow","1","Male","Number","17702"
"FY001C01","Population at Each Census","1946","1946","01","Carlow","2","Female","Number","16379"
"FY001C01","Population at Each Census","1946","1946","02","Dublin","-","Both sexes","Number","636193"
"FY001C01","Population at Each Census","1946","1946","02","Dublin","1","Male","Number","292205"
"FY001C01","Population at Each Census","1946","1946","02","Dublin","2","Female","Number","343988"
"FY001C01","Population at Each Census","1946","1946","03","Kildare","-","Both sexes","Number","64849"
"FY001C01","Population at Each Census","1946","1946","03","Kildare","1","Male","Number","36057"
"FY001C01","Population at Each Census","1946","1946","03","Kildare","2","Female","Number","28792"
"FY001C01","Population at Each Census","1946","1946","04","Kilkenny","-","Both sexes","Number","66712"
"FY001C01","Population at Each Census","1946","1946","04","Kilkenny","1","Male","Number","35464"
"FY001C01","Population at Each Census","1946","1946","04","Kilkenny","2","Female","Number","31248"
"FY001C01","Population at Each Census","1946","1946","05","Laois","-","Both sexes","Number","49697"
"FY001C01","Population at Each Census","1946","1946","05","Laois","1","Male","Number","26751"
"FY001C01","Population at Each Census","1946","1946","05","Laois","2","Female","Number","22946"
"FY001C01","Population at Each Census","1946","1946","06","Longford","-","Both sexes","Number","36218"
"FY001C01","Population at Each Census","1946","1946","06","Longford","1","Male","Number","19322"
"FY001C01","Population at Each Census","1946","1946","06","Longford","2","Female","Number","16896"
"FY001C01","Population at Each Census","1946","1946","07","Louth","-","Both sexes","Number","66194"
"FY001C01","Population at Each Census","1946","1946","07","Louth","1","Male","Number","33399"
"FY001C01","Population at Each Census","1946","1946","07","Louth","2","Female","Number","32795"
"FY001C01","Population at Each Census","1946","1946","08","Meath","-","Both sexes","Number","66232"
"FY001C01","Population at Each Census","1946","1946","08","Meath","1","Male","Number","34950"
"FY001C01","Population at Each Census","1946","1946","08","Meath","2","Female","Number","31282"
"FY001C01","Population at Each Census","1946","1946","09","Offaly","-","Both sexes","Number","53686"
"FY001C01","Population at Each Census","1946","1946","09","Offaly","1","Male","Number","29311"
"FY001C01","Population at Each Census","1946","1946","09","Offaly","2","Female","Number","24375"
"FY001C01","Population at Each Census","1946","1946","10","Westmeath","-","Both sexes","Number","54949"
"FY001C01","Population at Each Census","1946","1946","10","Westmeath","1","Male","Number","29058"
"FY001C01","Population at Each Census","1946","1946","10","Westmeath","2","Female","Number","25891"
"FY001C01","Population at Each Census","1946","1946","11","Wexford","-","Both sexes","Number","91855"
"FY001C01","Population at Each Census","1946","1946","11","Wexford","1","Male","Number","46611"
"FY001C01","Population at Each Census","1946","1946","11","Wexford","2","Female","Number","45244"
"FY001C01","Population at Each Census","1946","1946","12","Wicklow","-","Both sexes","Number","60451"
"FY001C01","Population at Each Census","1946","1946","12","Wicklow","1","Male","Number","30152"
"FY001C01","Population at Each Census","1946","1946","12","Wicklow","2","Female","Number","30299"
"FY001C01","Population at Each Census","1946","1946","13","Clare","-","Both sexes","Number","85064"
"FY001C01","Population at Each Census","1946","1946","13","Clare","1","Male","Number","45350"
"FY001C01","Population at Each Census","1946","1946","13","Clare","2","Female","Number","39714"
"FY001C01","Population at Each Census","1946","1946","14","Cork","-","Both sexes","Number","343668"
"FY001C01","Population at Each Census","1946","1946","14","Cork","1","Male","Number","171110"
"FY001C01","Population at Each Census","1946","1946","14","Cork","2","Female","Number","172558"
"FY001C01","Population at Each Census","1946","1946","15","Kerry","-","Both sexes","Number","133893"
"FY001C01","Population at Each Census","1946","1946","15","Kerry","1","Male","Number","70113"
"FY001C01","Population at Each Census","1946","1946","15","Kerry","2","Female","Number","63780"
"FY001C01","Population at Each Census","1946","1946","16","Limerick","-","Both sexes","Number","142559"
"FY001C01","Population at Each Census","1946","1946","16","Limerick","1","Male","Number","72039"
"FY001C01","Population at Each Census","1946","1946","16","Limerick","2","Female","Number","70520"
"FY001C01","Population at Each Census","1946","1946","17","Tipperary","-","Both sexes","Number","136014"
"FY001C01","Population at Each Census","1946","1946","17","Tipperary","1","Male","Number","70999"
"FY001C01","Population at Each Census","1946","1946","17","Tipperary","2","Female","Number","65015"
"FY001C01","Population at Each Census","1946","1946","18","Waterford","-","Both sexes","Number","76108"
"FY001C01","Population at Each Census","1946","1946","18","Waterford","1","Male","Number","38087"
"FY001C01","Population at Each Census","1946","1946","18","Waterford","2","Female","Number","38021"
"FY001C01","Population at Each Census","1946","1946","19","Galway","-","Both sexes","Number","165201"
"FY001C01","Population at Each Census","1946","1946","19","Galway","1","Male","Number","87435"
"FY001C01","Population at Each Census","1946","1946","19","Galway","2","Female","Number","77766"
"FY001C01","Population at Each Census","1946","1946","20","Leitrim","-","Both sexes","Number","44591"
